Demanda;Criado em;DRI Audiovisual;Data Entrega;Etapa;Área Demandadora
[ONLINE][MON] Monitoria Escala de negócios e Franquias - Guilherme Lippert;October 15, 2024 11:15 AM;Gui Juhas;21/10/2024;Aprovado;Educação
[ONLINE]Journey - Checkpoint I - Gestão de Carreira e Desenvolvimento - Cleonildo - Turma 1;October 15, 2024 1:31 PM;Raffaella Lima;18/10/2024;Aprovado;Educação
[REELS] [G4] Teaser Youtube;October 16, 2024 1:06 PM;Wilson Silva;17/10/2024;Aprovado;Social G4
[ONLINE] [Ecossistema de Vendas] Turma 01;October 16, 2024 4:45 PM;Raffaella Lima;21/10/2024;Aprovado;Educação
[ONLINE][GEMP] turma 06CASE FINANÇAS EMPRESARIAIS - GUSTAVO MARTINS;October 17, 2024 9:32 AM;Gui Juhas;22/10/2024;Aprovado;Educação
[ONLINE][GEMP] turma 06 AULA finanças empresariais - gustavo martins;October 17, 2024 9:47 AM;Gui Juhas;20/10/2024;Aprovado;Educação
[EDIÇÃO] [SCALE] GRAVAÇÃO AULA DO GIOVANNI COLACICCO;October 17, 2024 10:56 AM;Wilson Silva;28/10/2024;Aprovado;Comunidades
[ONLINE][GVD] TURMA 01 - GESTÃO DE ESTOQUE - GUSTAVO MARTINS;October 17, 2024 11:14 AM;Lucas Liberato;28/10/2024;Aprovado;Educação
[ONLINE][GVD] Aula Extra com Hugo Mercanti;October 17, 2024 11:22 AM;Lucas Liberato;24/10/2024;Aprovado;Educação
[REELS] [G4] Teaser TG e Misa;October 17, 2024 2:26 PM;Wilson Silva;17/10/2024;Aprovado;Social G4
[REELS] [G4] Teaser TG e Misa 1;October 17, 2024 2:30 PM;Wilson Silva;17/10/2024;Aprovado;Social G4
[ONLINE] [Ecossistema de Vendas] Turma 01;October 17, 2024 3:31 PM;Raffaella Lima;17/10/2024;Aprovado;Educação
[ONLINE] [Ecossistema de Vendas] Turma 01;October 17, 2024 3:32 PM;Raffaella Lima;17/10/2024;Aprovado;Educação
[SKL] EDIÇÃO VSL ;October 17, 2024 4:07 PM;Raffaella Lima;31/10/2024;Aprovado;Educação
[ADS] [SKILLS] Mariah Lead (Edit. Freela);October 17, 2024 4:09 PM;Gui Juhas;;Aprovado;
[LIVE] [SCALE] LIVE DE APRESENTAÇÃO DO NOVO SCALE PARA LEADS;October 17, 2024 6:23 PM;Gui Juhas;22/10/2024;Aprovado;Comunidades
[REELS] [Nardon] Visita aos alunos 01;October 18, 2024 11:05 AM;Gui Juhas;18/10/2024;Aprovado;Social G4
[REELS] [G4] Corte de conteúdo Valley23 - Paulo Guedes;October 18, 2024 11:40 AM;Wilson Silva;21/10/2024;Aprovado;Social G4
[REELS] [G4] Corte de conteúdo Valley23 - Adibe;October 18, 2024 11:42 AM;Wilson Silva;18/10/2024;Aprovado;Social G4
[REELS] [G4] Lacoste;October 18, 2024 4:14 PM;Raffaella Lima;29/10/2024;Aprovado;Social G4
[REELS] [G4] Por que os atletas ganham tão pouco?;October 18, 2024 4:49 PM;Wilson Silva;;Aprovado;Social G4
[REELS] [G4] Logos simplificados;October 18, 2024 5:10 PM;Wilson Silva;13/12/2024;Aprovado;Social G4
[REELS] [G4] Efeito Osborn;October 18, 2024 5:28 PM;Pedro Augusto;16/12/2024;Aprovado;Social G4
 [REELS] [TALLIS] Reels One Day TG;October 18, 2024 5:35 PM;Pedro Augusto;18/10/2024;Aprovado;
[REELS] [G4] Marc Lore;October 18, 2024 5:36 PM;Wilson Silva;17/12/2024;Aprovado;Social G4
[REELS] [Nardon] Visita aos alunos 02;October 18, 2024 6:34 PM;Gui Juhas;18/10/2024;Aprovado;Social G4
[REELS] [TALLIS] Henry Poole - Parte 1;October 21, 2024 9:24 AM;Pedro Augusto;21/10/2024;Aprovado;
[REELS][CLUB]- Projeto Club V2 - Membro Cézar Haik;October 21, 2024 4:29 PM;Wilson Silva;24/10/2024;Aprovado;Social G4
[YOUTUBE] [G4 EDUCAÇÃO] VÍDEO CAZETV;October 21, 2024 5:03 PM;Lucas Liberato;01/11/2024;Aprovado;Youtube G4
[MENTOR MANIA] [MATRICIAL] DENER LIPPERT;October 21, 2024 6:20 PM;Wilson Silva;29/10/2024;Aprovado;Matricial
[ADs] [MATRICIAL] [VALLEY] TALLIS GOMES;October 22, 2024 2:01 PM;Gui Juhas;24/10/2024;Aprovado;Matricial
[PODCAST] [EXTREMOS] Samer Agi;October 22, 2024 2:32 PM;Gui Juhas;29/10/2024;Aprovado;Podcast
[PODCAST] [PAPO DE GESTÃO] Berthier Ribeiro Neto;October 22, 2024 3:28 PM;Raffaella Lima;29/11/2024;Aprovado;Podcast
[CASE] [G4 VALLEY] Anderson Ferreira;October 22, 2024 5:50 PM;Pedro Augusto;;Cancelado;Educação
[REELS] [TALLIS] Henry Poole - Parte 2;October 23, 2024 2:22 AM;Pedro Augusto;23/10/2024;Aprovado;
[REELS] [CLUB] Divulgação G4 Class 13;October 23, 2024 9:30 AM;Wilson Silva;24/10/2024;Aprovado;Social G4
[CASE] [G4 VALLEY] Caio de João (Countdown 3˚ Dia);October 23, 2024 10:49 AM;Lucas Liberato;;Cancelado;Matricial
[REELS] [G4] Robert O'Neill;October 23, 2024 11:08 AM;Lucas Liberato;24/10/2024;Aprovado;Social G4
"[ONLINE][GVD] Aula Alexandre Nogueira & Igor Savoia
Vendas E-commerce";October 23, 2024 7:28 PM;Raffaella Lima;29/10/2024;Aprovado;Educação
[ONLINE][GEMP]turma 06 - vendas estratégicas - Ricardo Corrêa;October 23, 2024 7:40 PM;Raffaella Lima;28/10/2024;Aprovado;Educação
[ONLINE][GEMP] Turma 06 - Case - Vendas estratégicas;October 23, 2024 7:47 PM;Gui Juhas;28/10/2024;Aprovado;Educação
[REELS] [G4] Richard Stad;October 24, 2024 10:29 AM;Pedro Augusto;24/10/2024;Aprovado;Social G4
[PODCAST] [PAPO DE GESTÃO] Pedro Bartelle;October 24, 2024 10:57 AM;Raffaella Lima;25/10/2024;Aprovado;Podcast
[ADs] [Matricial] [valley] Rogério Ribeiro;October 24, 2024 11:31 AM;Gui Juhas;;Aprovado;Matricial
[Gestão] [Journey] 1 - Promoção ou Demissão - Victor Popper;October 24, 2024 2:12 PM;Raffaella Lima;;Aprovado;Educação
[ADS] [SKILLS] Depoimentos (Edit. Freela);October 24, 2024 3:33 PM;Gui Juhas;;Aprovado;
[Gestão] [Journey] Turma 1 - Checkpoint II - Gestão de Carreira e Desenvolvimento - Cleonildo;October 24, 2024 3:46 PM;Raffaella Lima;;Aprovado;Educação
[ONLINE][GT]Turma 06 Gestão de processos - leonardo Dirickson;October 24, 2024 5:39 PM;Gui Juhas;25/10/2024;Aprovado;Educação
[REELS] [G4] Guilherme Benchimol;October 24, 2024 6:09 PM;Gui Juhas;25/10/2024;Aprovado;Social G4
[REELS] [G4] Monica Hauk;October 24, 2024 6:09 PM;Gui Juhas;29/10/2024;Aprovado;Social G4
[REELS] [G4] Mate Pencz;October 24, 2024 6:11 PM;Pedro Augusto;;Cancelado;Social G4
[REELS] [G4] Icaro de Carvalho;October 24, 2024 6:12 PM;Gui Juhas;30/10/2024;Aprovado;Social G4
[REELS] [G4] Kyra Gracie;October 24, 2024 6:12 PM;Wilson Silva;30/10/2024;Aprovado;Social G4
[ADs] [Matricial] [Valley] Marcelo 01;October 24, 2024 6:33 PM;Gui Juhas;;Aprovado;Matricial
[ADs] [Matricial] [Valley] Marcelo 02;October 24, 2024 6:41 PM;Gui Juhas;;Aprovado;Matricial
[REELS] [G4] VALLEY SOLDOUT;October 25, 2024 10:30 AM;Wilson Silva;29/10/2024;Aprovado;Matricial
[ONLINE][GT] Turma 06 Gestão de Projetos - Victor Meireles;October 25, 2024 1:35 PM;Gui Juhas;30/10/2024;Aprovado;Educação
[ONLINE][GVD] MarketPlace Magalu - Turma 01;October 25, 2024 6:03 PM;Gui Juhas;30/10/2024;Aprovado;Educação
[G4 Valley] Recuperação de carrinho - MISA;October 28, 2024 10:20 AM;Gui Juhas;;Aprovado;Matricial
[Club] [Trilha de Desenv. Pessoal_ Aula Eslen] ;October 28, 2024 4:49 PM;Gui Juhas;;Aprovado;Comunidades
[PODCAST] - G4 Podcast - Especial Black Friday - Victor Popper;October 28, 2024 7:04 PM;Gui Juhas;31/10/2024;Aprovado;Podcast
[REELS] [G4] Corte Youtube — Apple;October 29, 2024 11:26 AM;Pedro Augusto;30/10/2024;Aprovado;Social G4
[Gravação e Edicão - Case Fabio Maycon] [Produtos Presenciais] Case Fabio Maycon;October 29, 2024 11:46 AM;Amanda Rui;;Cancelado;
[PODCAST] Papo de Gestão - Marco França;October 29, 2024 1:02 PM;Pedro Augusto;01/11/2024;Aprovado;Podcast
[PODCAST] EXTREMOS - MOTORGRID;October 29, 2024 3:29 PM;Gui Juhas;05/11/2024;Aprovado;Podcast
[REELS] [NARDON] Demandar;October 29, 2024 7:00 PM;Raffaella Lima;;Cancelado;Social G4
[REELS] [NARDON] Decisões;October 30, 2024 12:39 PM;Raffaella Lima;05/11/2024;Aprovado;Social G4
[CASE] [G4 VALLEY] Ruan Augusto (Countdown 3˚ Dia);October 30, 2024 6:03 PM;Lucas Liberato;;Cancelado;Matricial
[REELS] [G4] Eslen Delanogare - Valley24;October 30, 2024 6:12 PM;Pedro Augusto;02/11/2024;Aprovado;Social G4
[REELS] [G4] Napole - Valley24;October 30, 2024 6:23 PM;Pedro Augusto;12/11/2024;Aprovado;Social G4
[REELS] [G4] Winston Ling - Valley24;October 30, 2024 6:41 PM;Wilson Silva;01/11/2024;Aprovado;Social G4
[REELS] [G4] Zolko - Valley24;October 30, 2024 7:13 PM;Gui Juhas;01/11/2024;Aprovado;Social G4
[REELS] [G4] Dener - Valley24;October 30, 2024 7:14 PM;Gui Juhas;01/11/2024;Aprovado;Social G4
[REELS] [G4] Gabriel Bold - Valley24;October 31, 2024 12:21 PM;Gui Juhas;01/11/2024;Aprovado;Social G4
[REELS] [G4] Mariane Supley - Valley24;October 31, 2024 12:24 PM;Pedro Augusto;02/11/2024;Aprovado;Social G4
[REELS] [G4] CORTE YOUTUBE;October 31, 2024 6:25 PM;Lucas Liberato;31/10/2024;Aprovado;Social G4
[CURSO] [Edição_GVD_Magalu] Turma 01;November 1, 2024 11:25 AM;Pedro Augusto;05/11/2024;Aprovado;Educação
[Gestão] [Journey] Checkpoint II - Promoção ou Demissão? Turma 1;November 1, 2024 3:33 PM;Raffaella Lima;;Aprovado;Educação
[Gestão] [GT] T06 Gestão Financeira - Gustavo Martins;November 1, 2024 4:34 PM;Raffaella Lima;;Aprovado;Educação
[Gestão] [Gemp] T06 Estratégia de Produto;November 1, 2024 4:44 PM;Pedro Augusto;07/11/2024;Aprovado;Educação
[VINHETAS] [CLUB] CLASS 13;November 4, 2024 9:18 AM;Wilson Silva;;Aprovado;Comunidades
[REELS] [TALLIS] Média de idade;November 4, 2024 3:34 PM;Gui Juhas;;Cancelado;Social G4
[REELS] [TALLIS] Fome de crescimento;November 4, 2024 3:51 PM;Pedro Augusto;07/11/2024;Aprovado;
[REELS] [TALLIS] Conversa com Deus;November 4, 2024 3:54 PM;Pedro Augusto;05/11/2024;Aprovado;
[REELS] [TALLIS] Como ser respeitado;November 4, 2024 3:57 PM;Gui Juhas;;Cancelado;Social G4
[REELS] [TALLIS] Distância entre R$ 1k e R$ 100 Mi;November 4, 2024 3:59 PM;Gui Juhas;;Cancelado;Social G4
[REELS] [G4] Rapha Avellar - Valley24;November 4, 2024 9:11 PM;Gui Juhas;;Cancelado;Social G4
[REELS] [G4] Adibe - Valley24;November 4, 2024 9:28 PM;Gui Juhas;;Cancelado;Social G4
[YOUTUBE] [G4 EDUCAÇÃO] Vídeo OXXO;November 5, 2024 8:57 AM;Gui Juhas;07/11/2024;Aprovado;Youtube G4
[CLUB] [AULA] [ILANA BERENHOLC] Posicionamento de Alto Impacto;November 5, 2024 10:48 AM;Gui Juhas;19/11/2024;Aprovado;Comunidades
[PODCAST] [VOX Luminis] - Hap Klopp;November 5, 2024 11:25 AM;Gui Juhas;05/11/2024;Aprovado;Podcast
[CORTE DE VÍDEO] [PROGRAMAS DE GESTÃO] AULA ONLINE TRACTION;November 5, 2024 1:10 PM;Gui Juhas;05/11/2024;Aprovado;
[YOUTUBE] [TG] Islândia;November 5, 2024 2:46 PM;Pedro Augusto;;Aprovado;
[G4 VALLEY] [Cortes para rodarmos depoimentos];November 5, 2024 2:53 PM;Raffaella Lima;07/11/2024;Aprovado;Matricial
[CASE] [G4 VALLEY] Marcelo Merlo;November 5, 2024 5:37 PM;;;Cancelado;Educação
[ADS] [IM] VIDEOSELFIE TG;November 6, 2024 8:55 AM;Raffaella Lima;07/11/2024;Aprovado;
[PODCAST] [G4 Podcasts] - Black Friday - Ep2;November 6, 2024 10:30 AM;Gui Juhas;07/11/2024;Aprovado;Podcast
[VÍDEO DE ABERTURA] [CLUB] CLASS 13;November 6, 2024 11:25 AM;Wilson Silva;;Aprovado;Comunidades
[PODCAST] [PAPO DE GESTÃO] - Paula Pimenta;November 6, 2024 1:16 PM;Gui Juhas;08/11/2024;Aprovado;Podcast
[Gestão] [GEMP] Turma 06 - Cultura na Prática com Marcela Zaidem;November 6, 2024 2:16 PM;Raffaella Lima;;Aprovado;Educação
[Gestão] [Journey] T01 - Checkpoint II - Promoção ou Demissão com Cleonildo Scarabello;November 6, 2024 2:52 PM;Raffaella Lima;;Aprovado;Educação
[ADs] [G4 Valley] Tallis Gomes;November 6, 2024 4:50 PM;Gui Juhas;;Aprovado;Matricial
[PODCAST] [EXTREMOS] RODRIGO BARROS (Boali);November 6, 2024 6:58 PM;Pedro Augusto;12/11/2024;Aprovado;Podcast
[ADS] [IM] [TRACTION] AJUSTE DE VÍDEO;November 6, 2024 9:15 PM;Raffaella Lima;;Aprovado;
[PODCAST] [VOX LUMINIS] [Hap Klopp] Leg.;November 7, 2024 10:16 AM;Gui Juhas;12/11/2024;Aprovado;Podcast
[Transmissão] [Produto] Mentoria ao vivo com Fred Trajano e Alfredo Soares;November 7, 2024 3:25 PM;Amanda Rui;;Cancelado;Matricial
[Gestão] [Journey] T01 - Liderança com Cleonildo Scarabello;November 7, 2024 4:36 PM;Raffaella Lima;;Aprovado;Educação
[ADs] [Online] [Valley] TG;November 8, 2024 11:29 AM;Gui Juhas;08/11/2024;Aprovado;Educação
[ADS] [CORP] [JV] ;November 8, 2024 11:48 AM;Gui Juhas;08/11/2024;Aprovado;Matricial
[COHORT] [GT] [T06] [David Ledson] Gestão de Pessoas;November 8, 2024 1:51 PM;Lucas Liberato;;Aprovado;Educação
[PROFISSIONAIS] [MARKETING & GROWTH] Turma 40;November 8, 2024 3:29 PM;Amanda Rui;;Aprovado;
[ADs] [SALA SECRETA] [ZAMBI] [6];November 11, 2024 11:09 AM;Gui Juhas;12/11/2024;Aprovado;Educação
[ADs] [VALLEY] [ALFREDO] [6];November 11, 2024 4:01 PM;Lucas Liberato;;Aprovado;Matricial
[ADs] [GEMP] [RIEDO] Re-Edição [3];November 11, 2024 4:44 PM;Wilson Silva;12/11/2024;Aprovado;Educação
[ADs] [G4 Valley] [TG] [3];November 11, 2024 4:46 PM;Gui Juhas;14/11/2024;Aprovado;Matricial
[ADs] [VALLEY] [NARDON] [8];November 11, 2024 4:48 PM;Gui Juhas;14/11/2024;Aprovado;Matricial
[MANIFESTO] [VALLEY] [TG] Online;November 11, 2024 5:23 PM;Gui Juhas;;Aprovado;Matricial
[VÍDEO NOMINAL] [VALLEY] [TG] Presencial;November 11, 2024 5:43 PM;Lucas Liberato;14/11/2024;Aprovado;Matricial
[CLUB] [CLASS 13] Corte palestras | Mentor;November 11, 2024 5:48 PM;Wilson Silva;;Aprovado;Comunidades
[ADS] [IM] [G4 Traction] Bruno Nardon;November 11, 2024 6:02 PM;;;Cancelado;
[ADS 1] [IM] [G4 Traction] Bruno Nardon;November 11, 2024 6:06 PM;;;Cancelado;
[ADS 1] [IM] [GE] Bruno Nardon;November 11, 2024 6:21 PM;;;Cancelado;
[ADS 2] [IM] [GE] Bruno Nardon;November 11, 2024 6:23 PM;;;Cancelado;
[ADS 3] [IM] [GE] Bruno Nardon;November 11, 2024 6:23 PM;;;Cancelado;
[ADS 4] [IM] [GE] Bruno Nardon;November 11, 2024 6:23 PM;;;Cancelado;
[ADS 5] [IM] [GE] Bruno Nardon;November 11, 2024 6:24 PM;;;Cancelado;
[ADS 6] [IM] [GE] Bruno Nardon;November 11, 2024 6:24 PM;;;Cancelado;
[FAQ] [JOURNEY 3] Plataforma;November 11, 2024 6:33 PM;Gustavo Cairo;;Aprovado;Educação
[REELS] [NARDON] Resolução_bandaid;November 11, 2024 7:14 PM;Raffaella Lima;14/11/2024;Aprovado;Social G4
[JOURNEY] [GESTÃO] T01 Checkpoint I | Liderança | Marcela Zaidem;November 12, 2024 10:50 AM;Gui Juhas;19/11/2024;Aprovado;Educação
[COHORT] [GEMP] T06 - Aula Extra - Vendas com Jonathan Souza;November 12, 2024 11:41 AM;Raffaella Lima;;Aprovado;Educação
[PODCAST] [PAPO DE GESTÃO] FLAVIA MOLINA;November 12, 2024 4:15 PM;Raffaella Lima;14/11/2024;Aprovado;Podcast
[REELS] [NARDON] Mediocridade;November 12, 2024 6:07 PM;Lucas Liberato;;Aprovado;Social G4
[MATRICIAL] [G4 VALLEY] Vinhetas Presencial;November 13, 2024 10:32 AM;Wilson Silva;;Aprovado;Matricial
[MATRICIAL] [G4 VALLEY] Vinhetas Online;November 13, 2024 10:41 AM;Gui Juhas;;Aprovado;Matricial
[OOH] [VALLEY] Aeroporto Congonhas;November 13, 2024 10:49 AM;Gui Juhas;;Aprovado;Matricial
[REELS] [SKILLS] Empresas disruptivas;November 13, 2024 12:24 PM;Gui Juhas;19/11/2024;Aprovado;Social G4
[Gestão] [GEMP] T06 -  Gestão de processos com Victor Meireles;November 13, 2024 1:55 PM;Raffaella Lima;;Aprovado;Educação
[CURSO] [JOURNEY] Cx Nardon;November 13, 2024 2:17 PM;Raffaella Lima;17/12/2024;Aprovado;Educação
[SKILLS] [JOURNEY] TG | Onboading;November 13, 2024 2:39 PM;Gustavo Cairo;;Aprovado;Educação
[PODCAST] [PAPO DE GESTÃO] Allan Panossian;November 13, 2024 6:03 PM;Raffaella Lima;25/11/2024;Aprovado;Podcast
[CURSO]  Product Marketing;November 14, 2024 10:39 AM;Lucas Liberato;17/12/2024;Aprovado;Educação
[PODCAST] [EXTREMOS] Thiago Finch;November 18, 2024 11:22 AM;Pedro Augusto;19/11/2024;Aprovado;Podcast
[ADS] [JOURNEY] Depoimentos;November 18, 2024 11:24 AM;Gui Juhas;19/11/2024;Aprovado;Educação
[ADs] [G4 VALLEY] [INGRESSOS ONLINE] TG;November 18, 2024 4:50 PM;Pedro Augusto;;Aprovado;Matricial
[REELS] [SKILLS] PDI;November 18, 2024 5:59 PM;Wilson Silva;26/11/2024;Aprovado;Social G4
[REELS] [G4] [G4 VALLEY] 10 milhões;November 19, 2024 11:37 AM;Gustavo Cairo;19/11/2024;Aprovado;Social G4
[REELS] [G4] Palco G4;November 19, 2024 11:50 AM;Gustavo Cairo;;Cancelado;Social G4
[REELS] [G4] Custo benefício;November 19, 2024 2:03 PM;;;Cancelado;Social G4
[REELS] [G4] Corrida Pavilhão;November 19, 2024 2:31 PM;Gustavo Cairo;20/11/2024;Aprovado;Social G4
[VÍDEOS] [G4 VALEY] Aula de abertura - TG;November 19, 2024 3:20 PM;Raffaella Lima;26/11/2024;Aprovado;Matricial
[Gestão] [GT] T06 - Pensamento Estratégico - Rogério Vargas;November 19, 2024 5:44 PM;Lucas Liberato;26/11/2024;Aprovado;Educação
[REELS] [TALLIS] Nardon influencer;November 19, 2024 7:33 PM;Pedro Augusto;25/11/2024;Aprovado;
[COUNTDOWN] [G4 VALLEY] Depoimentos + fotos;November 20, 2024 9:40 AM;Gui Juhas;;Aprovado;Matricial
[PATROCINADORES] [G4 VALLEY] Presencial;November 20, 2024 10:41 AM;Gustavo Cairo;;Aprovado;Matricial
[PATROCINADORES] [G4 VALLEY] Online;November 20, 2024 10:41 AM;Gustavo Cairo;;Aprovado;Matricial
[CLUB] [AULA] Criação de Filhos | Carlos Arasaki;November 20, 2024 11:57 AM;Wilson Silva;;Aprovado;Comunidades
[JOURNEY] [T01] Checkpoint II | Liderança | Cleonildo Scarabello;November 21, 2024 11:46 AM;Lucas Liberato;28/11/2024;Aprovado;Educação
[REELS] [G4 EDUCAÇÃO] Curiosidades absurdas sobre o G4 Valley;November 21, 2024 12:03 PM;Gustavo Cairo;25/11/2024;Aprovado;Social G4
[YOUTUBE] [G4 EDUCAÇÃO] VÍDEO NETFLIX;November 25, 2024 4:36 PM;Pedro Augusto;;Aprovado;Youtube G4
[REELS] [NARDON] Líderes comem por último;November 25, 2024 5:46 PM;Raffaella Lima;29/11/2024;Aprovado;Social G4
[REELS] [G4] Dividir o sonho - Benchimol;November 25, 2024 6:22 PM;Gui Juhas;25/11/2024;Aprovado;Social G4
[REELS] [G4] Fênomeno Carmed;November 25, 2024 9:51 PM;Lucas Liberato;27/11/2024;Aprovado;Social G4
[CURSO] Fundamentos em Vendas;November 26, 2024 1:25 PM;Gustavo Cairo;31/01/2025;Aprovado;Educação
[REELS] [G4] Bom pelo ótimo Benchimol;November 26, 2024 3:52 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [G4] Chefe x Líder Benchimol;November 26, 2024 4:01 PM;Lucas Liberato;29/11/2024;Aprovado;Social G4
[REELS] [G4] Trabalho e família — Benchimol;November 26, 2024 4:15 PM;Lucas Liberato;29/11/2024;Aprovado;Social G4
[REELS] [TALLIS] O que o dinheiro não compra - BJJ;November 26, 2024 5:17 PM;Pedro Augusto;27/11/2024;Aprovado;
[REELS] [TALLIS] Rotina - BJJ;November 26, 2024 5:23 PM;Pedro Augusto;28/11/2024;Aprovado;
[REELS] [TALLIS] Pressão - BJJ;November 26, 2024 5:32 PM;Pedro Augusto;27/11/2024;Aprovado;
[ADs] [ON] [Black Friday]Tallis Gomes;November 26, 2024 5:39 PM;Gui Juhas;;Aprovado;Educação
[MATRICIAL][MENTOR MANIA] Gustavo Pagotto;November 26, 2024 5:55 PM;Wilson Silva;14/01/2025;Aprovado;Matricial
[REELS] [TALLIS] Consistência;November 26, 2024 6:18 PM;Pedro Augusto;03/12/2024;Aprovado;
[YOUTUBE] [TG] Corte de Aula Valley;November 26, 2024 6:31 PM;Gustavo Cairo;27/11/2024;Aprovado;
[REELS] [TALLIS] Treino x Luta;November 26, 2024 7:17 PM;Pedro Augusto;02/12/2024;Aprovado;
[REELS] [SKILLS] Tom Brady;November 27, 2024 10:29 AM;Raffaella Lima;29/11/2024;Aprovado;Social G4
[SALA SECRETA] Material vídeo Aula Gravada;November 27, 2024 11:14 AM;Gui Juhas;;Cancelado;Matricial
[REELS] [TALLIS] Conexões;November 27, 2024 12:00 PM;Pedro Augusto;04/12/2024;Aprovado;
[Black Friday] [ADS] Bruno Nardon;November 27, 2024 1:50 PM;Wilson Silva;;Aprovado;Educação
[REELS] [SKILLS] Demandas;November 27, 2024 1:50 PM;Raffaella Lima;29/11/2024;Aprovado;Social G4
[PODCAST] [EXTREMOS] GUE OLIVEIRA;November 27, 2024 1:55 PM;Lucas Liberato;28/11/2024;Aprovado;Podcast
[REELS] [G4] Cultura XP;November 27, 2024 2:02 PM;Wilson Silva;28/11/2024;Aprovado;Social G4
[REELS] [G4] 3 coisas bem feitas;November 27, 2024 2:11 PM;Lucas Liberato;29/11/2024;Aprovado;Social G4
[REELS] [G4] CEO Vendedor;November 27, 2024 2:20 PM;Wilson Silva;28/11/2024;Aprovado;Social G4
[REELS] [G4] Sucesso não aceita preguiça;November 27, 2024 2:33 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [G4] 3 vitórias — O'Neill;November 27, 2024 3:21 PM;Gustavo Cairo;29/11/2024;Aprovado;Social G4
[REELS] [G4] Estresse — O'Neill;November 27, 2024 3:36 PM;Gustavo Cairo;29/11/2024;Aprovado;Social G4
[REELS] [G4] Por que o cliente compra;November 27, 2024 3:48 PM;Lucas Liberato;;Aprovado;Social G4
[Vídeos] [P&D] Q&A - Yago Martins;November 27, 2024 5:26 PM;Gustavo Cairo;11/12/2024;Aprovado;Educação
[REELS] [TALLIS] Estresse é uma escolha;November 28, 2024 8:43 AM;Pedro Augusto;03/12/2024;Aprovado;
[REELS] [TALLIS] Treino;November 28, 2024 8:53 AM;Pedro Augusto;06/12/2024;Aprovado;
[ON] [FG4 Monitorias];November 28, 2024 9:09 AM;Raffaella Lima;02/12/2024;Aprovado;Educação
[REELS] [TALLIS] Inocentes e vilões;November 28, 2024 9:32 AM;Pedro Augusto;17/12/2024;Aprovado;
[ADs] [Online] [GEMP] Bruno Cunha;November 28, 2024 1:03 PM;Wilson Silva;03/12/2024;Aprovado;Educação
[CURSO] [Edição] Oratória Empresarial;November 28, 2024 1:17 PM;;;Cancelado;Educação
[ONLINE] Vídeo Downsell;November 28, 2024 2:09 PM;Wilson Silva;;Cancelado;Educação
[REELS] [NARDON] Conselho_Samer;November 28, 2024 3:42 PM;Lucas Liberato;02/12/2024;Aprovado;Social G4
[REELS] [NARDON] A gente vive de missão;November 29, 2024 2:37 PM;Lucas Liberato;;Aprovado;Social G4
[REELS] [NARDON] Xadrez de gente;November 29, 2024 2:51 PM;Pedro Augusto;03/12/2024;Aprovado;Social G4
[PODCAST] [EXTREMOS] WENDELL CARVALHO;December 2, 2024 10:40 AM;Wilson Silva;04/12/2024;Aprovado;Podcast
[PODCAST] [PAPO DE GESTÃO] ESPECIAL DE NATAL;December 2, 2024 11:33 AM;Gustavo Cairo;;Aprovado;Podcast
[YOUTUBE] [G4 EDUCAÇÃO] Musk vs Bezos;December 2, 2024 3:20 PM;Pedro Augusto;06/12/2024;Aprovado;Youtube G4
[REELS] [g4capital.vc] Apresentação G4 Capital;December 2, 2024 4:22 PM;;;Cancelado;Social G4
[REELS] [TALLIS] A escolha é sua;December 2, 2024 5:57 PM;Pedro Augusto;17/12/2024;Aprovado;
[REELS] [NARDON] Assimetrias;December 3, 2024 10:59 AM;Gustavo Cairo;06/12/2024;Aprovado;Social G4
[PODCAST] [GERAÇÃO G4] DR. VEIT;December 3, 2024 11:04 AM;Lucas Liberato;04/12/2024;Aprovado;Podcast
[ADS] [SKILLS] Nardon;December 3, 2024 11:14 AM;Gui Juhas;;Aprovado;
[Gravação Aula] [Pitch Cunha];December 3, 2024 11:21 AM;Wilson Silva;04/12/2024;Aprovado;Educação
[Produto] [Mentoria/Q&A com Fred Trajano & Alfredo Soares];December 3, 2024 12:40 PM;Gustavo Cairo;06/12/2024;Aprovado;Educação
[PODCAST] [G4 PODCASTS] VALLEY24 - FABIO NAZARI;December 3, 2024 1:49 PM;Wilson Silva;05/12/2024;Aprovado;Podcast
[ADs] [ON] [Formação G4] Zambi;December 3, 2024 3:41 PM;Gui Juhas;19/12/2024;Aprovado;Educação
[Corte Aula Online] [Club] Trilha de desenvolvimento Eslen Delanogare;December 3, 2024 3:49 PM;Wilson Silva;04/12/2024;Aprovado;Comunidades
[PODCAST] [PAPO DE GESTÃO] YAGO MARTINS;December 4, 2024 10:53 AM;Raffaella Lima;06/12/2024;Aprovado;Podcast
